ProgrammingLanguageNam	QueryID	PairID	QueryText	CommentText	SimilarityScor
PHP	31	31_httpJson4	http klijent zahtev post json	Pr se http klijent json post zahtev i obraduj upload vide.	2
PHP	31	31_httpJson5	http klijent zahtev post json	Funkcij koj pr json post zahtev i rad obrad.	2
PHP	31	31_httpJson6	http klijent zahtev post json	Pr http zahtev i kreir nov tekstualn post.	0
PHP	31	31_httpJson7	http klijent zahtev post json	http zahtev post json i obrad.	2
PHP	31	31_httpJson8	http klijent zahtev post json	Obrad http klijent zahtev. Podac su prosledjen u json format.	2
PHP	31	31_httpJson9	http klijent zahtev post json	Pr http klijent zahtev ka post metod sa json u tel metod.	2
PHP	31	31_httpJson10	http klijent zahtev post json	Obrad get http klijent zahtev.	0
PHP	32	32_getInnerHtml1	uzm unutrasnj html	Uzmi unutrasnj html programsk kod fajl ispis na ekran.	2
PHP	32	32_getInnerHtml2	uzm unutrasnj html	U okvir unutrasnjeg html fajl ispis tabel.	2
PHP	32	32_getInnerHtml3	uzm unutrasnj html	Uzmi unutrasnj html i dohva iz baz podatk \n koj mu odgovaraj.	2
PHP	32	32_getInnerHtml4	uzm unutrasnj html	Prikaz unutrasnj html sa stran.	2
PHP	32	32_getInnerHtml5	uzm unutrasnj html	Vrc nazad pogled koj sadrz unutrasnj html.	2
PHP	32	32_getInnerHtml6	uzm unutrasnj html	Dohvat sve besplatn postov tj. njihov html sadrza i vrc nazad korisnik sajt.	0
PHP	32	32_getInnerHtml7	uzm unutrasnj html	Dohvat sve placen postov tj. vrc njihov html.	0
PHP	32	32_getInnerHtml8	uzm unutrasnj html	Prikazuj sve postov koj pripada jedn korisnik. Vrc se nazad \n unutrasnj html za svak post.	0
PHP	32	32_getInnerHtml9	uzm unutrasnj html	"Funkcij koj pretrazuj postov na osnov naslov, tip, opis, tel� \n Ka odgovor korisnik vrc unutrasnj html za svak post."	1
PHP	32	32_getInnerHtml10	uzm unutrasnj html	Korisnik prikazuj besplatn post. Vrc renderovan html nazad.	0
PHP	33	33_convertStringToDec1	konvertuj string u decimaln br	Konvertuj string u decimaln br.	3
PHP	33	33_convertStringToDec2	konvertuj string u decimaln br	Konvertuj dva string u decimaln br i saber ih. \n Vra nazad klijentsk stran rezulta sabiranj.	2
PHP	33	33_convertStringToDec3	konvertuj string u decimaln br	Konvertuj tr string u decimaln br i saber ih. \n Vra nazad klijentsk stran rezulta sabiranj.	2
PHP	33	33_convertStringToDec4	konvertuj string u decimaln br	Konvertuj tr string u decimaln br i oduzm ih. \n  Vra nazad klijentsk stran rezulta oduzimanj.	2
PHP	33	33_convertStringToDec5	konvertuj string u decimaln br	Konvertuj dva string u decimaln br i oduzm ih. \n  Vra nazad klijentsk stran rezulta oduzimanj.	2
PHP	33	33_convertStringToDec6	konvertuj string u decimaln br	Konverzij string.	0
PHP	33	33_convertStringToDec7	konvertuj string u decimaln br	Konvertuj dva string u decimaln br i saber ih. \n Vra nazad klijentsk stran rezulta sabiranj.	2
PHP	33	33_convertStringToDec8	konvertuj string u decimaln br	Konvertuj dva string u decimaln br i oduzm ih.	2
PHP	33	33_convertStringToDec9	konvertuj string u decimaln br	Funkcij pr ka argument dva string koj predstavlja decimaln brojev. \n Prosledjuj ih servis i proizvod rezulta.	0
PHP	33	33_convertStringToDec10	konvertuj string u decimaln br	Funkcij pr ka argument string koj predstavlj decimaln br. \n Prosledjuj ih servis i proizvod rezulta.	0
PHP	34	34_formatDate1	formatiraj datum	Dovha danasnj datum i formatiraj datum. \n Rezulta posalj nazad klijentsk stran.	2
PHP	34	34_formatDate2	formatiraj datum	Dovha jucerasnj datum i formatiraj datum. \n Rezulta posalj nazad klijentsk stran.	2
PHP	34	34_formatDate3	formatiraj datum	Dovha sutrasnj datum i formatiraj datum. \n Rezulta posalj nazad klijentsk stran.	2
PHP	34	34_formatDate4	formatiraj datum	Formatiraj datum prv dan nov godin. \n Rezulta posalj nazad klijentsk stran.	2
PHP	34	34_formatDate5	formatiraj datum	"Formatiraj datum na osnov godin, mesec, dan i vremensk zon."	3
PHP	34	34_formatDate6	formatiraj datum	"Formatiraj vrem na osnov sat, min, sekund i vremensk zon"	3
PHP	34	34_formatDate7	formatiraj datum	"Formatiraj datum na osnov godin, mesec, dan, sat, min, sekund i vremensk zon. \n Vra nazad klijentsk stran formatiran datum."	3
PHP	34	34_formatDate8	formatiraj datum	Dovha danasnj datum i doda dva dan. Formatiraj datum. \n Rezulta posalj nazad klijentsk stran.	2
PHP	34	34_formatDate9	formatiraj datum	Dovha danasnj datum i oduzm pet dan. Formatiraj datum. \n Rezulta posalj nazad klijentsk stran.	2
PHP	34	34_formatDate10	formatiraj datum	Dovha danasnj datum i doda mesec dan rad produzavanj pretplat na sadrza.	0
PHP	35	35_arrayRead1	niz sam za citanj	"Funkcij pr ka parametar niz sam za citanj. \n Nakon formiranj nov niz, vrc nazad rezulta klijentsk stran."	2
PHP	35	35_arrayRead2	niz sam za citanj	Vrc klijentsk stran sortiran niz sam za citanj.	3
PHP	35	35_arrayRead3	niz sam za citanj	"Spaj dva niz sam za citanj, sortir ih i vrc nazad."	0
PHP	35	35_arrayRead4	niz sam za citanj	Procita vrednost niz i ispis na standardn izlaz.	0
PHP	35	35_arrayRead5	niz sam za citanj	Procita vrednost plat radnik iz niz i vra nazad rezulta.	0
PHP	35	35_arrayRead6	niz sam za citanj	Procita ocen ucenik iz niz za citanj ocen i posalj nazad rezulta.	1
PHP	35	35_arrayRead7	niz sam za citanj	Vra nazad iz niz procitan vrednost algorit.	0
PHP	35	35_arrayRead8	niz sam za citanj	Ispis na standardn izlaz vrednost element procitan iz niz sam za citanj.	2
PHP	35	35_arrayRead9	niz sam za citanj	Prosled obrazc za prikazivanj u laravel podatk iz niz sam za citanj.	2
PHP	35	35_arrayRead10	niz sam za citanj	Renderuj niz na laravel pogled i prikaz klijent.	0
PHP	36	36_filter1	filtriranj niz	Filtriranj niz na parn element.	3
PHP	36	36_filter2	filtriranj niz	Filtriranj niz po parnost indeks. Vra nazad filtiran niz.	3
PHP	36	36_filter3	filtriranj niz	Filtriranj niz po neparn brojev i ispis na standardn izlaz.	3
PHP	36	36_filter4	filtriranj niz	"Filtriraj niz na neparn brojev, zat ih saber i vra nazad njihov zbir."	1
PHP	36	36_filter5	filtriranj niz	"Filtriraj niz na neparn brojev, zat ih oduzm i vra nazad njihov razlik."	1
PHP	36	36_filter6	filtriranj niz	"Filtriraj niz na parn brojev, saber ih i vra rezulta."	1
PHP	36	36_filter7	filtriranj niz	Filtriraj niz na pozitivn element. \n Vra nazad klijentsk stran filtriran niz.	3
PHP	36	36_filter8	filtriranj niz	Filtriraj niz na negativn element. \n Vra nazad klijentsk stran filtriran niz.	3
PHP	36	36_filter9	filtriranj niz	Nadj minimaln element u niz. Vra nazad minimaln element.	0
PHP	36	36_filter10	filtriranj niz	Nadj maksimaln element u niz. Vra nazad maksimaln element.	0
PHP	37	37_mapJson9	map u json	Mapiraj rut kontroler za administracij u json.	2
PHP	37	37_mapJson10	map u json	Mapiraj rut kontroler za vide sadrza u json.	2
PHP	37	37_mapJson1	map u json	Ka parametar pr niz tj. map. Zat map konvertuj u json. \n Rezulta se vra klijentsk stran za prikaz.	2
PHP	37	37_mapJson2	map u json	Map pretvar u json i salj nazad korisnik.	2
PHP	37	37_mapJson3	map u json	Dohvat iz baz niz kategorij. Mapir kategorij u json i vrc korisnik string.	2
PHP	37	37_mapJson4	map u json	Dohvat iz baz niz proizvod. Mapir proizvod u json i vrc korisnik string.	2
PHP	37	37_mapJson5	map u json	Dohvat iz baz niz podatk koj odgovaraj upit. Mapir podatk u json i vrc korisnik string.	1
PHP	37	37_mapJson6	map u json	Prav map od filmov vracen iz baz podatk i prav json. \n Rezulta se vra klijentsk stran za prikaz.	2
PHP	37	37_mapJson7	map u json	Prav map od stavk vracen iz baz podatk o magacin i prav json.	2
PHP	37	37_mapJson8	map u json	Prav map od stavk vracen iz baz podatk o magacin i prav json.	2
PHP	38	38_parseJson1	parsiranj json fajl	Prim http zahtev i iz tel metod uzm json. \n Urad parsiranj json fajl i ubac u baz nov proizvod. \n Vra nazad klijent uspesnost operacij.	2
PHP	38	38_parseJson2	parsiranj json fajl	Prim http zahtev i iz tel metod uzm json.  \n Urad parsiranj json fajl i ubac u baz nov kategorij.\n Vra nazad klijent uspesnost operacij.	2
PHP	38	38_parseJson3	parsiranj json fajl	Prim http zahtev i iz tel metod uzm json. \n Urad parsiranj json fajl i ubac u baz nov korisnik. \n Vra nazad klijent uspesnost operacij.	2
PHP	38	38_parseJson4	parsiranj json fajl	Prim http zahtev i iz tel metod uzm json.  \n Urad parsiranj json fajl i ubac u baz nov stavk. \n Vra nazad klijent uspesnost operacij.	2
PHP	38	38_parseJson5	parsiranj json fajl	Prim http zahtev i iz tel metod uzm json.  \n Urad parsiranj json fajl i dohva potrebn podatk. \n Vra nazad klijent uspesnost operacij.	2
PHP	38	38_parseJson6	parsiranj json fajl	Prim http zahtev i iz tel metod uzm json.  \n Urad parsiranj json fajl i dohva potrebn podatk za kreiranj omotac.	2
PHP	38	38_parseJson7	parsiranj json fajl	Vra nazad korisnik koj je predstavljen json string.	0
PHP	38	38_parseJson8	parsiranj json fajl	Vra nazad proizvod koj je predstavljen json string.	0
PHP	38	38_parseJson9	parsiranj json fajl	Vra nazad kategorij koj je predstavljen json string.	0
PHP	38	38_parseJson10	parsiranj json fajl	Vra nazad stavk koj je predstavljen json string.	0
PHP	39	39_currVal1	uzm trenutn opazen vrednost	Dohva trenutn vrednost pretplacen korisnik aplikacij.	2
PHP	39	39_currVal2	uzm trenutn opazen vrednost	Dohva trenutn vrednost vezan sa sifr korisnik.	2
PHP	39	39_currVal3	uzm trenutn opazen vrednost	Rut za dohvatanj trenutn stanj za pristup korisnik sajt.	1
PHP	39	39_currVal4	uzm trenutn opazen vrednost	Dohva trenutn vrednost za datum i vrem.	2
PHP	39	39_currVal5	uzm trenutn opazen vrednost	Dohva trenutn opazen vrednost za boj sajt.	3
PHP	39	39_currVal6	uzm trenutn opazen vrednost	Dohva trenutn opazen vrednost za deljenj dva broj.	3
PHP	39	39_currVal7	uzm trenutn opazen vrednost	Dohva trenutn opazen vrednost za sabiranj dva broj.	3
PHP	39	39_currVal8	uzm trenutn opazen vrednost	Dohva trenutn opazen vrednost za rezulta algoritm sa sortiranj.	3
PHP	39	39_currVal9	uzm trenutn opazen vrednost	Vrednost se ispisuj na izlaz. Predstavlj vrednost podel niz.	0
PHP	39	39_currVal10	uzm trenutn opazen vrednost	Dohva vrednost i ispis je na standarn izlaz na konzol.	0
PHP	71	71_getModelInfo_	ispis pregled model	Vrc informacij sa ispis o model sa dat indeks.	2
PHP	71	71_updateModel	ispis pregled model	Azurir model sa dve nov vrednost.	1
PHP	71	71_summarizeModel	ispis pregled model	Vrc pregled tj ispis model neuraln mrez.	2
PHP	71	71_printModelSummary	ispis pregled model	Ispisuj pregled model.	3
PHP	71	71_injectCertifica	ispis pregled model	Ubacivanj digitaln sertifikat u sigurn skladist.	0
PHP	71	71_printModelAttribut	ispis pregled model	Ispis pregled atribut.	1
PHP	72	72_deleteUniqueElements	jedinstven element	Brisanj jedinstven element list.	3
PHP	72	72_findAllElements	jedinstven element	Vrc sve element list.	1
PHP	72	72_findUniqueElements	jedinstven element	Vrc list element koj su jedinstven.	3
PHP	72	72_gatherFiveUniqueElements	jedinstven element	Vrc list od maksimum 5 jedinstven element.	2
PHP	72	72_getSimilarElements	jedinstven element	Vrc list slicn element.	1
PHP	72	72_increasePric	jedinstven element	Povecaj cen za odredjen procena	0
PHP	72	72_updateId	jedinstven element	Azuriraj identifikator	0
PHP	73	73_getHtmlElementById	ekstrakcij podatk iz html sadrzaj	Ekstrakcij element iz html prek identifikator. Proverav se validnost identifikator	3
PHP	73	73_getHtmlInf	ekstrakcij podatk iz html sadrzaj	Rad se ekstrakcij inf podatk iz htmla	3
PHP	73	73_getHtmlMetadat	ekstrakcij podatk iz html sadrzaj	"Rad se ekstrakcij html metadat ukljucujuc naslov, vrem kreiranj i velicin fajl"	3
PHP	73	73_getWebElement	ekstrakcij podatk iz html sadrzaj	Vrc web element	1
PHP	73	73_playMusic	ekstrakcij podatk iz html sadrzaj	Pust muzik	0
PHP	73	73_getHeader1	ekstrakcij podatk iz html sadrzaj	Ekstrakcij h1 html element na kog se prv naidj	3
PHP	73	73_getHtmlBody	ekstrakcij podatk iz html sadrzaj	Ekstrakcij body html element i ispis rezultat	3
PHP	74	74_changeMapNam	toplotn map 3D koordinat	Promen imen toplotn map	1
PHP	74	74_formHeatMapFrom3D	toplotn map 3D koordinat	Pravljenj toplotn map od 3D koordinat	3
PHP	74	74_generateHeatMap	toplotn map 3D koordinat	Pravljenj toplotn map	3
PHP	74	74_populat	toplotn map 3D koordinat	Popunjav niz rand podac	0
PHP	74	74_updateHeatMap	toplotn map 3D koordinat	Azuriranj toplotn map sa novi unos koordina	2
PHP	74	74_3dCoordinatesToMap	toplotn map 3D koordinat	Mapiranj 3d koordinat u toplotn map.	3
PHP	75	75_getAllXmlNodes	uzet sve roditelj od xml cvor	Uzet sve xml cvorov	1
PHP	75	75_getMaximumValu	uzet sve roditelj od xml cvor	Dobi maksimaln vrednost iz niz	0
PHP	75	75_getMinimumValu	uzet sve roditelj od xml cvor	Dobi minimum vrednost iz niz	0
PHP	75	75_getNodeDescription	uzet sve roditelj od xml cvor	Prikaz xml cvor	1
PHP	75	75_getParentNod	uzet sve roditelj od xml cvor	Uzet roditeljsk cvor od cvor sa nodeId	2
PHP	75	75_updateXmlParentNod	uzet sve roditelj od xml cvor	Azurir im roditelj cvor sa nodeId u xml	2
PHP	75	75_getAllParentNodes	uzet sve roditelj od xml cvor	Uzet sve roditelj xml cvor sa identifikator nodeId	3
PHP	76	76_extractDat	kak ekstraktova zip fajl rekurzivn	Ekstrakcij podatk iz cvor	0
PHP	76	76_extractZipFi	kak ekstraktova zip fajl rekurzivn	ekstraktova zip fajl	2
PHP	76	76_extractZipFileRecursively	kak ekstraktova zip fajl rekurzivn	ekstraktova zip fajl rekurzivn	3
PHP	76	76_getFilesFromZip	kak ekstraktova zip fajl rekurzivn	ekstrakcij fajlov iz zip arhiv	2
PHP	76	76_openZipFi	kak ekstraktova zip fajl rekurzivn	Otvori zip arhiv	2
PHP	76	76_checkIfZip	kak ekstraktova zip fajl rekurzivn	Proveri da li je fajl zip format	1
PHP	77	77_getWidgetNam	podvuc tekst u naziv vidzet	Vrc im vidzet	1
PHP	77	77_removeCertifica	podvuc tekst u naziv vidzet	Izbac sertifikat iz list sertifikat	0
PHP	77	77_underlineLabelNam	podvuc tekst u naziv vidzet	Podvuc im oznak u vidzet	2
PHP	77	77_underlieWidget	podvuc tekst u naziv vidzet	Podvuc tekst u naziv vidzet	3
PHP	77	77_underlineWidgetTitl	podvuc tekst u naziv vidzet	Podvuc naslov vidzet	2
PHP	77	77_updateLabelNam	podvuc tekst u naziv vidzet	Azuriraj im oznak	0
PHP	78	78_extractLargeFi	ekstrakcij velik fajlov	Ekstrakcij podatk iz velik fajlov	3
PHP	78	78_findOutlet	ekstrakcij velik fajlov	Pronac prodavnic	0
PHP	78	78_getContentsLargeFi	ekstrakcij velik fajlov	Ekstrakcij i vracanj podatk iz velik fajl	3
PHP	78	78_getDataFromFi	ekstrakcij velik fajlov	Vrc podatk iz fajl	1
PHP	78	78_getLargeFileSiz	ekstrakcij velik fajlov	Ispis velicin fajl	1
PHP	78	78_printLargeFileNam	ekstrakcij velik fajlov	Ispis im velik fajl	1
PHP	79	79_copyAndRenameNewFi	kopiranj fajl u odredjen putanj	Kopiranj fajl u odredjen putanj i promen imen fajl	2
PHP	79	79_copyFi	kopiranj fajl u odredjen putanj	Kopiranj fajl	2
PHP	79	79_copyFileToPath	kopiranj fajl u odredjen putanj	Kopiranj fajl sa sourcePath u putanj definisan destinationPath parametr	2
PHP	79	79_copyFolderToPath	kopiranj fajl u odredjen putanj	Kopiranj folder sa sourcePath u putanj definisan destinationPath parametr	2
PHP	79	79_duplicateFileToPath	kopiranj fajl u odredjen putanj	Urad kopiranj fajl u ist putanj	2
PHP	79	79_getPathFromFi	kopiranj fajl u odredjen putanj	Vrc putanj fajl	1
PHP	79	79_copyFile1	kopiranj fajl u odredjen putanj	Kopiranj fajl u vis razlicit lokacij dat u niz	1
PHP	79	79_copyFile2	kopiranj fajl u odredjen putanj	Kopiranj fajl n put u odredjen putanj	2
PHP	79	79_makeNewFi	kopiranj fajl u odredjen putanj	Naprav nov fajl	0
PHP	80	80_updateHttpCodeDescription	uzet opis http status kod	Azuriraj opis http kod	2
PHP	80	80_mapErrorCodeToCustomError	uzet opis http status kod	Mapiranj gresk u gresk projekt	0
PHP	80	80_makeHttpCodeDescription	uzet opis http status kod	Sastav opis html status kod	2
PHP	80	80_logQuiniuHtmlError	uzet opis http status kod	Ispisuj statick opis html status kod	2
PHP	80	80_getHttpCodeDescription	uzet opis http status kod	Vrc opis http status kod	2
PHP	80	80_getElementFromListByOccurenc	uzet opis http status kod	Vrc html element dat identifikator. Proverav se validnost identifikator	0
PHP	80	80_extractHttpCod	uzet opis http status kod	Uzim http status kod iz dobijen odgovor	2
PHP	81	81_updateQuery	nasumicn ekstrahova iks element iz list	Cuvanj korisnik u tabel	0
PHP	81	81_printElements	nasumicn ekstrahova iks element iz list	Ispis element niz	0
PHP	81	81_getXElementsFromList	nasumicn ekstrahova iks element iz list	Ekstrahova nasumicn element iz list. Korist se rand() funkcij sa min i max parametr. Br element koj se ekstraktuj je odredjen parametr x	2
PHP	81	81_getPositiveElementsFromList	nasumicn ekstrahova iks element iz list	Ekstrahova nasumicmp pozitivn element iz list. Korist se rand() funkcij sa min i max parametr. Br element koj se ekstraktuj je odredjen parametr x	2
PHP	81	81_getNegativeElementsFromList	nasumicn ekstrahova iks element iz list	Ekstrahova nasumicn negativn element iz list. Korist se rand() funkcij sa min i max parametr. Br element koj se ekstraktuj je odredjen parametr x	2
PHP	81	81_getElementsFromListByOccurenc	nasumicn ekstrahova iks element iz list	Ekstrahova prv element iz list koj se pojavljuj x put	2
PHP	81	81_getSameElementsFromList	nasumicn ekstrahova iks element iz list	Ekstrahova duplikat u dat list u vid niz	2
PHP	82	82_convertDateToYYY-MM-DDForma	konvertuj datum u oblik string u oblik ggggmmdd	Konvertuj datum string u oblik ddmmggg i njegov ispis	2
PHP	82	82_convertDateToYYYYMMDDForma	konvertuj datum u oblik string u oblik ggggmmdd	Konvertuh datum string u oblik gggg-mm-dd i njegov ispis	2
PHP	82	82_getElapsedTimeInYYYYMMDDForma	konvertuj datum u oblik string u oblik ggggmmdd	Dobijanj proteklog vremen od datum u YYYYMMDD oblik	1
PHP	82	82_convertDateToDDMMYYYForma	konvertuj datum u oblik string u oblik ggggmmdd	Konvertuj datum string u oblik ddmmggg i njegov ispis	2
PHP	82	82_convertDateFromYYYYMMDDtoDD-MM-YYYY	konvertuj datum u oblik string u oblik ggggmmdd	Konvertij datum iz oblik ggggmmdd u oblik dd-mm-gggg i njegov ispis	2
PHP	83	83_convertTimeFromUtcToEpoch	konvertuj utc vremen u epoh vrem	Konvertuj vrem iz utc vremensk format u epoh vremensk forma	2
PHP	83	83_updateEntry	konvertuj utc vremen u epoh vrem	Azuriranj tabel Event sa novi vremen. Vrs se i konvertovanj vremen iz utc vremensk format u epoh vremensk forma	2
PHP	83	83_printUtcTim	konvertuj utc vremen u epoh vrem	Ispis trenutn utc vremen	1
PHP	83	83_convertUtcTimetoFormattedString	konvertuj utc vremen u epoh vrem	Konvertuj utc vrem u formatiran string	1
PHP	83	83_convertTimeFromUtcToEpochSerbianTimezon	konvertuj utc vremen u epoh vrem	Ispis utc vremen u vremensk zon za Srbij	1
PHP	84	84_listPermutation	sve permutacij list	Permutacij list	3
PHP	84	84_itemsPermutation	sve permutacij list	Sve permutacij list u vid jedn niz	2
PHP	84	84_rearrangeList	sve permutacij list	Nasumicn permutacij list i njen ispis	2
PHP	84	84_delete_img	sve permutacij list	Brisanj slik iz tabel post_food	0
PHP	84	84_permutationFromThePool	sve permutacij list	Permutacij za sve elemena iz list (pool). Funkcij vrc iterator. Moz se specificir r - velicin permutacij	2
PHP	84	84_nRandomPermutation	sve permutacij list	Vrc N nasumicn permutacij list	2
PHP	85	85_extractLatitud	ekstrakcij latitud i longitud od dobijen unos	Ekstrakcij latitud iz adres	2
PHP	85	85_extractLongitud	ekstrakcij latitud i longitud od dobijen unos	Ekstrakcij longitud iz adres	2
PHP	85	85_plotCoordinates	ekstrakcij latitud i longitud od dobijen unos	ekstrakcij koordina sa dat latitud i longitud	2
PHP	85	85_getCoordinates	ekstrakcij latitud i longitud od dobijen unos	Ekstrakcij koordinat iz adres	2
PHP	85	85_setTitleAttribut	ekstrakcij latitud i longitud od dobijen unos	Postavi naslov	0
PHP	85	85_extractLatitudeAndLongitudeFromKmlFi	ekstrakcij latitud i longitud od dobijen unos	Ekstrakcij geografsk sirin i duzin iz kml fajl	0
PHP	85	85_extractLatitudeAndLongitud	ekstrakcij latitud i longitud od dobijen unos	Ekstrakcij latitud i longitud iz adres	2
PHP	86	86_checkAndPrintIfACheckboxIsChecked	kak proveri da li je polj za selekcij selektovan	Prover da li je polj za selekcij sa checkboxNam selektovan	2
PHP	86	86_toggl	kak proveri da li je polj za selekcij selektovan	Ako je selektovan polj za selekcij sourc odaber i sva polj od x	2
PHP	86	86_selectGender	kak proveri da li je polj za selekcij selektovan	"Odabra jedn od polj za selekcij pol. Opcij su 0-zensk, 1-musk, 2-neodredjen"	2
PHP	86	86_selectAnswer	kak proveri da li je polj za selekcij selektovan	"Odabra jedn od polj za selekcij odgovor. Opcij su 0-da, 1-mozd, 2-ne"	2
PHP	86	86_getDefaultIt	kak proveri da li je polj za selekcij selektovan	Proveri polj selektovan za upis	2
PHP	86	86_construct	kak proveri da li je polj za selekcij selektovan	Konstruktor parser	0
PHP	86	86_checkIfACheckboxIsChecked	kak proveri da li je polj za selekcij selektovan	Prover da li je polj za selekcij izabran	2
PHP	87	87_convertIntegerToArrayToImag	konverzij uin8 niz u slik	Konverzij niz decimaln broj u slik	1
PHP	87	87_convertIntegerToArrayToImage1	konverzij uin8 niz u slik	Konverzij niz uin8 brojev u slik	2
PHP	87	87_convertIntegerToArrayToImage2	konverzij uin8 niz u slik	Konverzij dva uin8 niz decimaln broj u slik	2
PHP	87	87_convertIntegerToArrayToImage3	konverzij uin8 niz u slik	Spajanj tr niz u slik i njihov konverzij u slik	2
PHP	87	87_convertIntegerToArrayToImage4	konverzij uin8 niz u slik	Vrc slik napravljen konverzij od niz uin8 decimaln brojev	2
PHP	87	87_convertIntegerToArrayToImage5	konverzij uin8 niz u slik	Vrc slik	0
PHP	87	87_convertIntegerToArrayToImage6	konverzij uin8 niz u slik	Konverzij niz	0
PHP	88	88_permanentMemoization	pamcenj na disk - staln skladist	Pamcenj na disk tj staln skladist	3
PHP	88	88_permanentMemoization1	pamcenj na disk - staln skladist	Optimizacij za pamcenj na staln skladist	2
PHP	88	88_permanentMemoization2	pamcenj na disk - staln skladist	Privremen pamcenj na disk il na staln skladist	2
PHP	88	88_permanentMemoization3	pamcenj na disk - staln skladist	Tehnik memoizacij ka vid optimizacij	0
PHP	88	88_permanentMemoization4	pamcenj na disk - staln skladist	Pamcenj odredjen podatk na disk	2
PHP	88	88_permanentMemoization5	pamcenj na disk - staln skladist	Memoizacij	0
PHP	88	88_permanentMemoization6	pamcenj na disk - staln skladist	Memoizacij na disk	1
PHP	89	89_get_fieldset_select	parsiranj argument sa komandn lin	parsiranj argument dobijen ka rezulta upit.	2
PHP	89	89_parsingCommandLineArgumentsFromGet	parsiranj argument sa komandn lin	Parsiranj argument sa komandn lin od GET metod	3
PHP	89	89_parsingCommandLineArguments	parsiranj argument sa komandn lin	Parsiranj argument sa komandn lin u format kljuc vrednost parov	2
PHP	89	89_parseArgs	parsiranj argument sa komandn lin	"Parsiranj argument sa komandn lin u bilo koj od tr slucaj: sa ""--"", sa ""-"" il bez iceg"	2
PHP	89	89_initCLIArguments	parsiranj argument sa komandn lin	Postavljanj argument komandn lin	2
PHP	89	89_initArguments	parsiranj argument sa komandn lin	Dohvatanj argument sa komandn lin i parsiranj	3
PHP	90	90_compressGxFi	kak cita sadrza .gz kompresovan fajl	Kompresovanj fajl u .gz forma	2
PHP	90	90_writeCompressedFi	kak cita sadrza .gz kompresovan fajl	Pisanj u .gz fajl sa imen filenam	1
PHP	90	90_unpack	kak cita sadrza .gz kompresovan fajl	cita sadrza .gz fajl koristec .gz kompresor	3
PHP	90	90_readGzFileLineByLin	kak cita sadrza .gz kompresovan fajl	cita sadrza .gz fajl lin po lin	2
PHP	90	90_readGzFi	kak cita sadrza .gz kompresovan fajl	Cita .gz fajl	2
PHP	90	90_gz_get_contents	kak cita sadrza .gz kompresovan fajl	Citanj .gz fajl sa dat putanj	2
PHP	91	91_sendBinaryDataPOST	slanj binarn podatk prek serijsk konekcij	Slanj binarn podatk POST metod	2
PHP	91	91_sendBinaryDataPOST1	slanj binarn podatk prek serijsk konekcij	Slanj binarn podatk prek serijsk konekcij	3
PHP	91	91_sendBinaryDataPOST2	slanj binarn podatk prek serijsk konekcij	Razmen binarn podatk prek serijsk konekcij	3
PHP	91	91_sendBinaryDataPOST3	slanj binarn podatk prek serijsk konekcij	Primanj binarn podatk prek serijsk konekcij	2
PHP	91	91_sendBinaryDataPOST4	slanj binarn podatk prek serijsk konekcij	Slanj podatk o dogadjaj put serijsk konekcij	1
PHP	91	91_sendBinaryDataPOST5	slanj binarn podatk prek serijsk konekcij	Slanj binarn podatk prek adapter	1
PHP	92	92_getDataFromTextFi	ekstrakcij podatk iz tekstualn fajl	Ekstrakcij podatk lin po lin iz tekstualn fajl	3
PHP	92	92_writeDataToTxtFi	ekstrakcij podatk iz tekstualn fajl	Pisanj podatk u tekstualn fajl	1
PHP	92	92_testFileRead	ekstrakcij podatk iz tekstualn fajl	Testiranj citanj podatk iz tekstualn fajl	1
PHP	92	92_load	ekstrakcij podatk iz tekstualn fajl	Dovlac tekstualn fajl u memorij	0
PHP	92	92_getFileContents	ekstrakcij podatk iz tekstualn fajl	Ekstrakcij podatk iz tekstualn fajl	2
PHP	92	92_getMostCommonWordFromFi	ekstrakcij podatk iz tekstualn fajl	Ekstrakcij najcesc koriscen rec iz tekstualn fajl	2
PHP	92	92_getFirstAndLastSentenceFi	ekstrakcij podatk iz tekstualn fajl	Ekstrakcij prv i poslednj recenic iz tekstualn fajl	2
PHP	92	92_getDataFromTextFileStructur	ekstrakcij podatk iz tekstualn fajl	"Ekstrakcij informacij iz tekstualn fajl baziran na sledec struktur: Datum, Naslov, Tekst:vrednost, Tekst:vrednost, Tekst:vrednost"	2
PHP	93	93_findAllNumbersInString	pozicij pod string u string	Pronalazenj pozicij svih brojev u string	2
PHP	93	93_findSubstringPosition	pozicij pod string u string	Pronalazenj pozicij pod string u dat string	3
PHP	93	93_findSubstring	pozicij pod string u string	Pronalazenj pod string u dat string i ispis ak postoj	1
PHP	93	93_findSubstringPositionIntext	pozicij pod string u string	Pronalazenj pod string u tekst	2
PHP	93	93_findStringInText	pozicij pod string u string	Pronalazenj pozicij string u tekst	2
PHP	93	93_findNumOccurrencesString	pozicij pod string u string	Pronalazenj kolik put se substring pojavljuj u string i pozicij	2
PHP	94	94_findTrElementsFromHtml	citanj element fr html-a <td>	Pronalazenj tr element u html fajl	1
PHP	94	94_findTdElementsFromHtml	citanj element fr html-a <td>	citanj <td> element u html	2
PHP	94	94_readingTdElementsFromHTml	citanj element fr html-a <td>	Parsiranj i citanj td element iz html fajl	2
PHP	94	94_readingTableElementsFromHtml	citanj element fr html-a <td>	Citanj element tabel iz html fajl	1
